hour,ops,channel,customer_id,customer_at,partner_at,frt_min,sla_ok,customer_msg,partner_msg,channel_url
11,True,00009cc57a0db6ccab31d726d7b6,Customer_3625447,11:24:31,11:29:20,4.8,False,"안녕하세요 매니저님 지난주 이사를 마쳤고, 이사 중에 파손된 물건이 있어서요  이사 업체에서는 수리 후에 비용 송금해주기로 했습니다만, 혹시 몰",아 공유해주셔서 감사합니다.,sendbird_group_channel_367868734_fdbf06fbe61800009cc57a0db6ccab31d726d7b6
11,True,af4f1a36264df166d03ed7467a8a,Customer_2964219,11:59:30,12:00:38,1.1,True,네 알겠습니다~,"넵, 양해해주셔서 감사합니다. 견적이 차면 바로 말씀드리겠습니다.",sendbird_group_channel_229958447_8cd192ef17e2af4f1a36264df166d03ed7467a8a
12,True,13dcc8341d5684c309c0c993cc3d,Customer_3756461,12:03:27,12:03:51,0.4,True,평일 저녁7시반 이후에 방문해주실수 있는 일정이 있으실까요? 저는 화.수.금 가능합니다~,확인도와드리겠습니다.,sendbird_group_channel_385335668_9772b019778813dcc8341d5684c309c0c993cc3d
12,True,c8f6f1195cc513a9e88c51e521e6,Customer_3749120,12:18:14,12:23:40,5.4,False,매니저님 견적건도 그렇고 마음에 드는 업제가 없네요 견적 마무리 해주시고요 감사합니다,주문 취소 처리 도와드리겠습니다 🙏  더 만족스러운 서비스를 드리지 못해 아쉽습니다. 미소를 통해 받으신 견적이 이사업체 선정에 도움이 되셨길 ,sendbird_group_channel_384338621_c56179573d30c8f6f1195cc513a9e88c51e521e6
12,True,e15f857eb96c72c5f66c34acd704,Customer_3754517,12:29:12,12:31:41,2.5,True,네 할게요!,💳 [계약 및 결제 안내]  📱 앱에서 쉽게 계약하기 미소 홈 → 예약내역(이사) → 견적서 → 계약하기  계약과 결제는 2단계로 진행됩니다 😊,sendbird_group_channel_209709691_777d4247073ce15f857eb96c72c5f66c34acd704
12,True,6f0aab40641e952c6f9304da571a,Customer_3738508,12:36:20,12:37:36,1.3,True,1 더 고민이 필요해요,"유효기간을 5일 정도 유효기간 연장돕겠습니다,.",sendbird_group_channel_381801118_1528169715b26f0aab40641e952c6f9304da571a
12,True,ba23878b9a96a3058af514efe9dd,Customer_3755968,12:39:12,12:40:26,1.2,True,안녕하세요! 반포장이 아니라 완전 포장을 원합니다,포장이사로 다시 확인을 도와드리면 될까요?,sendbird_group_channel_209709691_dffa79cb3d3aba23878b9a96a3058af514efe9dd
12,True,d9323304e93b38218d582266a2e6,Customer_3736347,12:47:32,12:48:29,1.0,True,일정 변경 기다리고 있습니다,"안녕하세요,.   미스터방익스프레스 : 동일하게 진행 가능.  이사몰로지스 : 부재중  ",sendbird_group_channel_381504736_bfd5d73b9745d9323304e93b38218d582266a2e6
12,True,359b38f2e21a03cf3515ce6437da,Customer_3747125,12:50:52,12:57:02,6.2,False,확인 되었을까용?,앗 죄송합니다. 잠시만 기다려주세요.,sendbird_group_channel_384053910_64bc86cda646359b38f2e21a03cf3515ce6437da
12,True,cd75bb7bf2ae66ae3ed08167b9ea,Customer_3755541,12:57:09,13:05:41,8.5,False,견적세부사 항을 볼 수 있을까요?,"견적 금액, 뭐가 포함된 건지 궁금하셨죠? 😊  항목별 상세 내역부터 업체 수준까지 한번에 확인할 수 있어요!  📱앱 > 이사 > 견적서 > 원",sendbird_group_channel_385191929_841b40027988cd75bb7bf2ae66ae3ed08167b9ea
12,True,47ece4968062cf8250d3dca24dc7,Customer_2931967,12:57:58,13:06:00,8.0,False,타업체와 견적비교중 입니다 마감되기전까지 확인해보겠습니다,"네 감사합니다 : ]   업체 선정에 고민되는 부분이나,  이사 관련한 고민,  제공드린 견적 관련 질문은  언제든지 환영합니다.",sendbird_group_channel_224717913_25e5b7b36b1547ece4968062cf8250d3dca24dc7
13,True,8d29fc48d44684e628b4f4c4decb,Customer_3718843,13:04:16,13:06:16,2.0,True,이사 날짜가 바꼈는데 이럴경우는 어떻게 해야할까요? 9월17일(목)로 바꼈습니다.,관심업체를 말씀해주시면 그날 가능한지 여부를 확인도와드릴게요,sendbird_group_channel_209709691_c52b80d3cb768d29fc48d44684e628b4f4c4decb
13,True,71b4c7fdaf4931baee8dd8e6c054,Customer_3752679,13:04:34,13:07:19,2.7,True,이사 다른업체 건으로,네.. 그럼 취소로 도와드릴게요.,sendbird_group_channel_209709691_dbb20ab3a20e71b4c7fdaf4931baee8dd8e6c054
13,True,c7b5d2932e61600f71a49839d0cb,Customer_2813028,13:04:50,13:06:34,1.7,True,좀더 고민이 필요해요. 일단 짐이 일부 줄을것 같아요. 8월 중순쯤 빠지는 짐 정확하게 체크해보고 견적의뢰 그때 다시 드릴께요. 전체적인 내용은,그럼 우선 견적을 취소로 도와드리면 될까요?,sendbird_group_channel_209709691_ac48b3d2874fc7b5d2932e61600f71a49839d0cb
13,True,fd9c80b6a09bb775cc8a17ddfcd1,Customer_3752316,13:08:23,13:16:31,8.1,False,안녕하세요  2곳만 견적이 온건가요?,넵 현재는 그렇습니다.ㅠ 조금만 더 기다려주세오,sendbird_group_channel_384777326_6385d7f1a30bfd9c80b6a09bb775cc8a17ddfcd1
13,True,0cfe841213900ae352d55d92d70d,Customer_3744154,13:22:41,13:24:39,2.0,True,안녕하세요   8월26일 짐 뺀뒤 한달정도 보관하고 9월말이나 10월초에 이사하고싶은데가능할까요.,지금은 한달 이사 견적으로 드렸습니다.,sendbird_group_channel_383300293_8784f5d8a9f50cfe841213900ae352d55d92d70d
13,True,3efc3057725e56051bf643c5ca55,Customer_3755253,13:32:16,13:41:08,8.9,False,안녕하세요 지금 받은 견적은 보관 이사인거죠? 보관말고 10월에 바로 이사하는건 얼마일까요?,"잠시 다른 건으로 확인 중에 있으나 관련 내용을 빠르게 확인하여 답변드리도록 하겠습니다,",sendbird_group_channel_209709691_e47a4ac0c7923efc3057725e56051bf643c5ca55
13,True,5d826ab651209dc3f9e42befcbea,Customer_3753767,13:34:02,13:39:53,5.9,False,안녕하세요,안녕하세요. 견적 상담을 2시에 도와드려도 될까요.,sendbird_group_channel_384957629_b01c51d3ec595d826ab651209dc3f9e42befcbea
13,True,30caa99fc3bc2f3cb9713d774455,Customer_3748840,13:42:45,13:50:04,7.3,False,안녕하세요..날짜 변경을 하려고 하는데 10월1일로 가능한지요?,"잠시 다른 건으로 확인 중에 있으나 관련 내용을 빠르게 확인하여 답변드리도록 하겠습니다,",sendbird_group_channel_384298036_ae751b2e91d530caa99fc3bc2f3cb9713d774455
13,True,5d95b7a10e53cbe724dbd9c31ad3,Customer_3749808,13:45:15,13:49:51,4.6,False,네네 감사합니다,감사합니다,sendbird_group_channel_209709691_0d16fd6a08415d95b7a10e53cbe724dbd9c31ad3
14,True,e15f857eb96c72c5f66c34acd704,Customer_3754517,14:10:38,14:16:24,5.8,False,네 계약금결제했습니다,감사합니다.,sendbird_group_channel_209709691_777d4247073ce15f857eb96c72c5f66c34acd704
14,True,359b38f2e21a03cf3515ce6437da,Customer_3747125,14:31:31,14:34:10,2.7,True,견적을 새로 다시 받을 수 잇나요?,견적은 추가로 2건을 제공해드릴 수 있어요,sendbird_group_channel_384053910_64bc86cda646359b38f2e21a03cf3515ce6437da
14,True,641fe531a2c9e6d3c37ea1cfd17c,Customer_3751469,14:44:56,14:48:34,3.6,False,"안녕하세요  국제트렌스로 예약하려고 합니다 저번 통화시 네고가 가능하다하셨는데 혹시, 확인가능하신가요?",안녕하세요.,sendbird_group_channel_209709691_20707827e82f641fe531a2c9e6d3c37ea1cfd17c
15,True,8dd790497ff3b1f826c5ec69de45,Customer_3070646,15:12:33,15:14:49,2.3,True,안녕하세요 저는필라테스센터입니다,넵 플래너가 방문전에 연락드리게 됩니다. 감사합니다.,sendbird_group_channel_209709691_5d06b98031478dd790497ff3b1f826c5ec69de45
15,True,3267b162df55ae2ae2e2bf6eb74d,Customer_3751536,15:18:43,15:21:29,2.8,True,통인익스프레스 로 연결 부탁드립니다!,안녕하세요. 앱에서 계약하기 버튼을 눌러주시면 감사드리겠습니다.,sendbird_group_channel_384660292_f4d69e475b4a3267b162df55ae2ae2e2bf6eb74d
15,True,fba19ebbc3ef631c21023a8471df,Customer_3750679,15:22:17,15:24:56,2.6,True,감사합니다,감사합니다,sendbird_group_channel_209709691_1caf6b0c2443fba19ebbc3ef631c21023a8471df
15,True,d310f82bd34966358e7f00aeba7c,Customer_3757025,15:26:10,15:26:35,0.4,True,화요일은 너무 늦을거같아요 더 빨리 원합니다 급해요,"희망일자에 배정해드렸었어요,.",sendbird_group_channel_385456042_bff6dcbe842cd310f82bd34966358e7f00aeba7c
15,True,4a8ac1d211b85ffc6d30b4a21cc8,Customer_3749959,15:30:22,15:30:26,0.1,True,네 감사합니다,감사합니다.,sendbird_group_channel_384463274_8eb88f0c14874a8ac1d211b85ffc6d30b4a21cc8
15,True,edbb8709076fa73f1e29f56927da,Customer_3756634,15:33:42,15:34:10,0.5,True,잔금이 늦어질시 대기비용 발생여부가 있는지 궁금합니다.,네 보통 대기비용은 1시 이후 시간당 5만원이 발생합니다.,sendbird_group_channel_209709691_8b4f3a9b1a88edbb8709076fa73f1e29f56927da
15,True,199740c559e3c2dd7e61d90d633b,Customer_3749940,15:33:51,15:34:38,0.8,True,혹시 이사가는집에 사다리차 사용이 안되고 엘레베이터 사요왜야하는데 견적 차이가 있을까요?,"보통 사다리비용이 빠지나, 인원 1명이 추가되어 비용은 거의 비슷해질 가능성이 있습니다.",sendbird_group_channel_209709691_5d770563f65e199740c559e3c2dd7e61d90d633b
15,True,79ad2661fb85b2bb630b22992b5f,Customer_3707798,15:35:39,15:36:35,0.9,True,안녕하세요. 덕분에 이사를 다 끝냈습니다. 이사하는 과정에서 도착지 다른세대가 엘리베이터 이용시간을 25분 초과사용함에 따라 저희의 이사가 25,"안녕하세요, ",sendbird_group_channel_209709691_0bcd12b7ef0279ad2661fb85b2bb630b22992b5f
15,True,081b1c97b0c36f0629265550bb38,Customer_3750831,15:48:01,15:55:01,7.0,False,삼익익스프레스  송파 이사한분들 후기가 좋지않아 좀 망설여 짐니다.그리고 현금영수증은 다 해주는건지 혹시 수수료 받고 해주시는건 아닌지요?,💳 [계약 및 결제 안내]  📱 앱에서 쉽게 계약하기 미소 홈 → 예약내역(이사) → 견적서 → 계약하기  계약과 결제는 2단계로 진행됩니다 😊,sendbird_group_channel_384593489_2b5ffc9602e0081b1c97b0c36f0629265550bb38
16,True,359b38f2e21a03cf3515ce6437da,Customer_3747125,16:29:22,16:34:05,4.7,False,에프엠익스프레스도 네고 가능한지 확인 한번만 부탁드릴게요!,넵 확인하겠스습니다.,sendbird_group_channel_384053910_64bc86cda646359b38f2e21a03cf3515ce6437da
